Language name,Language family,Concept,Word written in corresponding language,Number of senses,Synonyms number,Sense_1,Sense_2,Sense_3,Sense_4,Sense_5,Sense_6,Sense_7,Sense_8,Sense_9,Sense_10,Sense_11,Sense_12,Sense_13,Sense_14,Sense_15,Sense_16,Sense_17,Sense_18,Sense_19,Sense_20,Sense_21,,,,
Bengali,Indo-European,bird,pākhi,4,0 ,A Spoke (Of A Wheel),A Step Or Rung Of A Ladder,Bird,Blind (Of A Window),,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,black,asita,3,0 ,Black,Black Colour,Sky-Coloured,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,blood,rakta,5,0 ,Blood,Bloodshot Or Reddened,Dyed In Red,Inclined Or Attached,Red,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,bone,hāṛa,4,0 ,Bone,Inveterate,To The Bones,Utter,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,cold,anuṣṇa,5,2 ,Cold,Frozen,Lazy,Not Heated,Sluggish,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,cold,hima,7,2 ,Cold,Coldness,Cool,Dew,Frost,Snow,Winter,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,come,āsā,4,0 ,"Appear, Produce",Come,Come Up,"Reach,Arrive",,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,die,akkā/ pāoẏā,1,0 ,Die,,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,dog,kukura,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,drink,khāoẏā,2,0 ,Drink,Eat,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,ear,kāna,4,0 ,Attention,Audition,Ear,Sense Or Power Of Hearing,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,earth_soil,māṭi,6,0 ,Clay,Dust,Earth,Foothold,Soil,World,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,eat,khāoẏā,2,0 ,Drink,Eat,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,eye,bāhyendriẏa,4,0 ,Ear,Eye,Nose,Tongue,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,fire,agni,5,0 ,Burning Affliction,Digestive Power,Fire,Fire-God,Hunger,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,foot,pāda,3,0 ,Foot,Leg,Step,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,give,deoẏā,2,0 ,"Confer,Bestow",Give,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,go,yāoẏā,2,0 ,Go,Move,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,good,uttama,4,0 ,Best,Delicious,Fire,Good,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,hand,hāta,6,0 ,Arm,Hand,Influence,Paw,Possession,Used To Measure Length,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,head,mastaka,3,0 ,Brain Or Mind,Head,Summit,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,hear_listen,śonā,3,0 ,Hear,Listen,Obey,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,heart,mana,18,0 ,Attachment,Attention,Attraction,Choice,Consideration,Desire,Devotion,Earnestness,Feeling,Heart,Interest,Memory,Mental State,Mentality,Mind,Mood,Resolve,Sincerity,,,,,,,
Bengali,Indo-European,hot,tigma,3,0 ,Hot,Sharp,"Torrid,Violent",,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,human,mānaba,3,0 ,Human,Man,"Person,People",,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,I,aham,3,0 ,Arrogance,"Ego,Self",I,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,long,lambā,7,0 ,"Boastful,Grandiloquent","High,Tall",Length,Lengthy,Long,Long-Term,Prostrate,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,man,ādami,3,2 ,Husband,Man,"People,Person",,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,man,marada,7,2 ,Heroic Man,Husband,Male,Male Animal,Man,Manly Man,Young Man,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,many,bahu,7,0 ,Abundant,Long,Lots Of,Many,More Than One,Multi-,Various,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,moon,soma,4,0 ,Luna,Monday,Moon,The Juice Of Wormwood,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,mouth,bakta,1,0 ,Mouth,,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,new,natuna,8,0 ,At The Onset,Changed,Fresh,New,New-Born,Newly Bloomed,Novel,Young,,,,,,,,,,,,,,,,,
Bengali,Indo-European,night,rātri,3,0 ,Night,Nighttime,Obscurity,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,not,nā,2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,old,prabīṇa,6,0 ,Aged,Elderly,Happy,Old,"Skilled,Experienced",Wise,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,one,eka,2,0 ,"An Individual,A Persoon",One,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,person,loka,4,0 ,Human,Person,The Public,World,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,rain,br̥ṣṭi,3,0 ,Rain,Rain-Water,Shower,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,round,gola,5,0 ,Ball,Circle,Round,Round Thing,Spherical,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,say,kahā,4,0 ,Narrate,Say,"Talk,Speak",Tell,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,see_look,dekhā,7,2 ,Behold,Espy,Look,Notice,See,View,Visit,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,see_look,tākā,2,2 ,Behold,Look,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,sky,asīma,7,0 ,Endless,Immense,Infinite,Profound,Sky,Unlimited,Vast,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,sleep,śoẏā,3,0 ,Go Sleep,Lie Down,Sleep,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,small,choṭṭa,6,0 ,Little,Petty,Short,Small,Tiny,Young,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,square,catuṣkoṇa,4,0 ,Rectangle,Rectangular,Square,Square(N),,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,stand,dām̐ṛāno,4,0 ,Await,Stand,Stand Up,Wait,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,stone,pāṣāṇa,3,0 ,Hardhearted Man,Stone,Weights,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,sun,arka,7,0 ,A Ray Or Beam Of Light,Crystal,Light,Sun,Sun-Plant,Sunrays,Swallow-Wort,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,that,oi,4,0 ,That,There,Used To Express Regret,Yonder,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,this,ithe,3,0 ,"In This, For This",Of This,This,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,three,tri,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,tree,gācha,3,0 ,Plant(N),Tree,Tree-Like Object,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,two,dbi,2,2 ,Double,Two,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,two,dui,2,2 ,Both,Two,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,water,puṣkara,4,0 ,Cloud,Lotus,Tip Of An Elephant'S Trunk,Water,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,what,yat,2,0 ,What,Whatever,,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,white,śukla,4,0 ,Grey,Hoary,White,White Color,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,who,ke,3,0 ,What,Which,Who,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,woman,lalanā,3,0 ,Lady,Wife,Woman,,,,,,,,,,,,,,,,,,,,,,
Bengali,Indo-European,you,tumi,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,bad,waiih,3,0 ,Bad,Break,Distroy,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,big,daaih,2,0 ,Big,Eldest,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,bird,duezrog,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,black,foonx,2,0 ,Black,Dark,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,blood,liad,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,bone,"ndagtndos,nods",1,0 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,cold,jodt,3,0 ,Cold,Cool,Cool Down,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,come,dauc,1,0 ,Come,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,die,daail,1,0 ,Die,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,dog,duezmal,2,0 ,Dog,Hanger-On,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,drink,genl,3,0 ,Drink,Eat,Smoke,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,ear,riez,2,0 ,Ear,Handle(N),,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,earth_soil,naamh,2,0 ,Earth,Soil,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,eat,genl,4,0 ,Drink,Eat,Live,Smoke,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,eye,dal,2,0 ,Eye,Hole,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,fire,fiz,2,0 ,Fire,Firewood,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,foot,dinl,1,0 ,Foot,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,give,haec,1,0 ,Give,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,go,bail,2,0 ,Go,Leave,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,good,ndil,3,0 ,Beautiful,Good,Kind,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,hand,fengz,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,head,jauc,2,0 ,End,Head,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,hear_listen,roxnyiel,1,0 ,Hear,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,heart,agi,2,0 ,Chest,Heart,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,hot,ndaadt,3,0 ,Hot,Sun,Sunlight,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,human,duezwenz,1,0 ,Human,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,I,gul,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,long,raiz,1,0 ,Long,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,man,buxsaail,3,0 ,Husband,Male,Man,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,many,laail,2,0 ,Many,More Than,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,moon,roonghndianl,2,0 ,Moon,Moon Light,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,mouth,bas,1,0 ,Mouth,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,new,mos,3,0 ,Fresh,New,"Recent,Up-To-Date",,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,night,hamh,2,0 ,Evening,Night,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,not,"mobox,miz",2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,old,gaus,1,0 ,Old,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,one,idt,1,0 ,One,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,person,bux,1,0 ,Person,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,rain,wenl,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,round,baux,1,0 ,Round,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,say,"dianl,gaangc",4,0 ,Mention,Say,Sing,"Talk,Speak",,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,see_look,gauc,2,0 ,Look,See,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,sky,dianl,1,0 ,Sky,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,sleep,laangx,1,0 ,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,small,nis,2,0 ,Get Smaller,Small,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,square,mianh,2,0 ,Aspect,Square,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,stand,ndunl,1,0 ,Stand,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,stone,goonerinl,1,0 ,Stone,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,sun,ndaadt,3,0 ,Sun,"Sunshine,Sunlight",Warmth Or Heat From The Sun,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,that,deel,1,0 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,this,nix,2,0 ,Here,This,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,three,saaml,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,tree,gol,2,0 ,Tree,Used To Measure Plants,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,two,ngih,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,water,ramx,3,0 ,Juice,Soup,Water,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,what,maz,4,0 ,Anything,How,What,Why,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,white,haaul,3,0 ,Get Grey,White,Whitish,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,who,buxlaez,2,0 ,Who,"Whoerver,Anybody",,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,woman,legmbegt,2,0 ,Female,Woman,,,,,,,,,,,,,,,,,,,,,,,
Bouyei,Tai-Kadai,you,mengz,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,bad,ဆိုးသော,2,0 ,Bad,"Debased,Evil, Wicked",,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,big,ကြီးမားသော,3,0 ,Big,"Great,Superior",Very,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,bird,ငှက်,2,0 ,Bird,Fowl,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,black,အနက်ရောင်,4,0 ,Black,"Dejected,Dismal",Ignorant,"Smuggle, Black Market",,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,blood,သှေး,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,bone,ရိုး,6,0 ,Bone,Continous Thing,"Gap, Crevice",Ridge,Stem,Tradition,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,cold,အအေး,1,0 ,Cold,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,come,လာ,1,0 ,Come,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,die,သေဆုံး,2,0 ,Die,Expire,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,dog,ခှေး,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,drink,သောက်,1,0 ,Drink,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,ear,နား,3,0 ,Ear,Edge,"Side, Near By Position",,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,earth_soil,မြေကြီးတပြင်,4,2 ,Earth,Land,Mud,Soil,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,earth_soil,မေြ,2,2 ,Ground,Soil,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,eat,စားသည်,5,0 ,Corrode,Disappear,Eat,Embezzle,Take,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,eye,မျက်လုံး,4,0 ,Bud,Buttonholes,Eye,"Sight,Vision",,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,fire,မီး,3,0 ,Electricity,Fire,Light,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,foot,ခြေမ,2,0 ,Foot,Leg,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,give,ပေး,3,0 ,"Confer,Bestow",Give,Pay Bills,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,go,သွား,4,0 ,Be Partial And Side With,Go,"Pass,Go By",Reincarnate,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,good,ကောင်းသော,2,0 ,"Fine, Nice",Good,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,hand,လက်,3,0 ,Arm,Hand,Sleeve,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,head,ဦးခေါင်းကို,1,0 ,Head,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,hear_listen,ကြား,1,2 ,Hear,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,hear_listen,နားထောင်,3,2 ,Inquire,Listen,Obey,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,heart,burheart,5,2 ,Abdomen,Breast,Chest,Heart,Master,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,heart,နှလုံး,5,2 ,Emotion,Heart,Miss,"Spirit, Mind",Wish,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,hot,ပူသော,1,0 ,Hot,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,human,ပုဂ္ဂိုလ်,2,0 ,Character Or Quality Of Someone,Human,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,I,ငါ,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,long,ရှည်,3,0 ,"High,Tall",Lengthy,Long,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,man,လူယောကျ်ား,2,0 ,Male,Man,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,many,များသော,3,0 ,Many,Plural,"Several,Somg",,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,moon,လ,2,0 ,Month,Moon,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,mouth,ပါးစပ်,2,0 ,Mouth,Mouth Of Tool,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,new,အသစ်,1,0 ,New,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,night,ည,1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,not,မဟုတ်,3,0 ,Neither,No,Not,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,old,ဟောင်း,4,0 ,Ancient,Old,Outdated,Unfresh,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,one,တစ်,1,0 ,One,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,person,လူ,4,0 ,Burglar,Man,Person,Thief,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,rain,မိုးရေ,2,0 ,Distilled Water,Rain,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,round,ပတ်ပတ်လည်,1,0 ,Round,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,say,ပေြာဆို,6,0 ,Narrate,Remark,Say,Sing,"Talk,Speak",Tell,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,see_look,မြင်,5,2 ,Far-Sighted,Naissance,"Omen,Sign",See,Understand,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,see_look,ရှာဖေွ,3,2 ,Look,Research,Seek,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,sky,မိုးကောင်းကင်,3,0 ,"Paradise,Heaven",Sky,Space,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,sleep,အိပ်,3,0 ,Lie Down,No Movement,Sleep,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,small,သေး,4,0 ,Little,Small,Tiny,Weak,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,square,စတုရမ်း （名词）,1,0 ,Square,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,stand,ရပ်နေ,2,0 ,Stand,Stay,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,stone,ကြောကျ,1,0 ,Stone,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,sun,နေ,1,0 ,Sun,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,that,ထို,2,0 ,That,Those,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,this,ဤ,2,0 ,These,This,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,three,သုံး,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,tree,သစ်ပင်,1,0 ,Tree,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,two,နှစ်,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,water,ရေ,3,0 ,"Number,Quantity",Skin,Water,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,what,အဘယျသို့,1,0 ,What,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,white,အဖြူ,1,0 ,White,,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,who,မည်သူ,2,0 ,Which,Who,,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,woman,မိန်းမ,3,0 ,Female,Wife,Woman,,,,,,,,,,,,,,,,,,,,,,
Burmese,Sino-Tibetan,you,သငျသညျ,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,bad,huai4(坏）,6,0 ,Bad,Bad Idea,Badly,Become Bad,"Debased,Evil, Wicked","Useless,Broken",,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,big,da4(大),6,0 ,A High Degree,Big,Eldest,"Grown-Up,Adult",Used To Emphasize,Used To Show Respect,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,bird,niao3(鸟),1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,black,hei1（黑）,5,0 ,Black,Dark,Illegal And Sneaking,Night,"Vicious, Malicious",,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,blood,xue4(血),4,0 ,Blood,Blood Kinship,Emmenia,Valour,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,bone,gu3(骨),3,0 ,Bone,Mettle,Skeleton,,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,cold,leng3（冷）,8,0 ,Cold,Cool Down,Desolate,Disappointed,Rare,Surreptitious Or Sudden,"Unfriendly, Unwelcoming",Unpopular,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,come,lai2(来),12,0 ,Come,Forthcoming,Handle,Happen,Or So,Since,Used To Indicate A Method And A Goal,Used To Indicate A Purpose,Used To Indicate An Action,Used To Indicate Happened In Near Past,Used To Indicate Possibility,Used To List Reasons After Number,,,,,,,,,,,,,
Chinese,Sino-Tibetan,die,si3(死),7,0 ,Die,Extremely,Fight Desperately,Impassable,Inflexible,Irreconcilable,Uncompromisingly,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,dog,gou3(狗),1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,drink,he1(喝),2,0 ,Drink,Drink Alcohol,,,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,ear,er3(耳),3,0 ,Ear,"Side, Near By Position",Sth Like Ear,,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,earth_soil,tu3（土) 可能还应该查“地”,7,0 ,Autochthonic,Dust,Folk,Opium,Rustic,Soil,Territory,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,eat,chi1(吃),7,0 ,Absorb,"Cost, Consume",Eat,Eliminate,Endure,Live By,Suffer,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,eye,yan3(眼),5,0 ,Eye,Eyesight,Hole,Key,Used To Measure…,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,fire,huo3（火）,6,0 ,Anger,Emergent,Fire,Firearm,Prosperous,Red,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,foot,脚,4,0 ,Bottom,Foot,Hammal,Remaining Materials,,,,,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,give,gei3（给）,8,0 ,Be,For,Give,Towards,Used To Emphasize,"Used To Indicate Permission, An Order, A Request, An Invitation, A Wish",Used To Indicate The Addressee Of An Action,Used To Strengthen Imperative Mood,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,go,qu4（去）,8,2 ,Continuously,Cut Off,Die,Differ,Go,Leave,The Past,Used To Indicate A Tendency,,,,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,go,zou3(走)（应该查“去”的吧！！）,10,2 ,Become,Change,Die,Go,Leak,Leave,Pass Through,Run,Visit,"Work, Be Going",,,,,,,,,,,,,,,
Chinese,Sino-Tibetan,good,hao3(好）,15,0 ,Accomplish,Convenient,Easy,Friendly,Good,Having The Qualities Required,Healthy,Should,"Suitable, Appropriate, Proper",Used To Express Questions Or Ask For Advice,"Used To Indicate Agreement, Finish, Change Of Topic",Used To Indicate Dissatisfaction,Used To Indicate More In Number Or Time Etc,Used To Indicate Politeness,Very,,,,,,,,,,
Chinese,Sino-Tibetan,hand,shou3(手),6,0 ,Expert,Hand,Hold,Method,Portable,With One'S Own Hands,,,,,,,,,,,,,,,,,,,
